virus_protein_id,rank,human_protein_id,distance,similarity,cluster_id,primary_cluster,embedding_similarity,virus_mimicry_score
sp|P21053|PG056_VACCC,4,sp|Q6PIW4|FIGL1_HUMAN,0.308029,0.691971,422,422,0.399053,0.545512
sp|P21053|PG056_VACCC,5,sp|P15918|RAG1_HUMAN,0.310996,0.689004,422,422,0.358010,0.523507
sp|P21054|PG035_VACCC,1,sp|Q6V702|CF299_HUMAN,0.142972,0.857028,37,37,0.284934,0.570981
sp|P21054|PG035_VACCC,3,sp|O15145|ARPC3_HUMAN,0.152090,0.847910,37,37,0.340902,0.594406
sp|P21054|PG035_VACCC,4,sp|P47874|OMP_HUMAN,0.154307,0.845693,37,37,0.316346,0.581019
sp|P21054|PG035_VACCC,5,sp|Q92561|PHYIP_HUMAN,0.184723,0.815277,37,37,0.288690,0.551983
sp|P21058|PG163_VACCC,1,sp|O15145|ARPC3_HUMAN,0.156932,0.843068,37,37,0.254342,0.548705
sp|P21058|PG163_VACCC,2,sp|Q6V702|CF299_HUMAN,0.159220,0.840780,37,37,0.313319,0.577049
sp|P21058|PG163_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.168017,0.831983,37,37,0.298791,0.565387
sp|P21061|PG166_VACCC,1,sp|Q15049|MLC1_HUMAN,0.270057,0.729943,402,402,0.429242,0.579592
sp|P21061|PG166_VACCC,2,sp|Q9Y5U4|INSI2_HUMAN,0.301881,0.698119,476,402,0.278778,0.488448
sp|P21061|PG166_VACCC,3,sp|Q3YBM2|T176B_HUMAN,0.306781,0.693219,402,402,0.385365,0.539292
sp|P21061|PG166_VACCC,4,sp|O15503|INSI1_HUMAN,0.331807,0.668193,476,402,0.289709,0.478951
sp|P21061|PG166_VACCC,5,sp|Q5T0T0|MARH8_HUMAN,0.338397,0.661603,402,402,0.350442,0.506022
sp|P21064|PG170_VACCC,1,sp|O15145|ARPC3_HUMAN,0.095273,0.904727,37,37,0.292309,0.598518
sp|P21064|PG170_VACCC,2,sp|M5A8F1|SUPYN_HUMAN,0.101429,0.898571,37,37,0.454989,0.676780
sp|P21064|PG170_VACCC,4,sp|Q96FC7|PHIPL_HUMAN,0.135843,0.864157,37,37,0.292032,0.578094
sp|P21064|PG170_VACCC,5,sp|Q92561|PHYIP_HUMAN,0.144752,0.855248,37,37,0.340280,0.597764
sp|P21066|PG176_VACCC,1,sp|O15145|ARPC3_HUMAN,0.120790,0.879210,37,37,0.344922,0.612066
sp|P21066|PG176_VACCC,2,sp|Q6V702|CF299_HUMAN,0.139665,0.860335,37,37,0.263655,0.561995
sp|P21066|PG176_VACCC,3,sp|P47874|OMP_HUMAN,0.140915,0.859085,37,37,0.330352,0.594718
sp|P21066|PG176_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.149312,0.850688,37,37,0.279062,0.564875
sp|P21070|A52_VACCC,1,sp|O15145|ARPC3_HUMAN,0.163340,0.836660,37,37,0.351906,0.594283
sp|P21070|A52_VACCC,2,sp|Q96FC7|PHIPL_HUMAN,0.173915,0.826085,37,37,0.238400,0.532242
sp|P21070|A52_VACCC,3,sp|Q92561|PHYIP_HUMAN,0.180149,0.819851,37,37,0.304936,0.562394
sp|P21070|A52_VACCC,4,sp|Q9BWV2|SPAT9_HUMAN,0.185589,0.814411,37,37,0.266696,0.540553
sp|P21070|A52_VACCC,5,sp|A0A1B0GVD1|F237B_HUMAN,0.192429,0.807571,37,37,0.373328,0.590450
sp|P21073|KBTB1_VACCC,4,sp|P0DP91|ERPG3_HUMAN,0.280669,0.719331,553,553,0.403132,0.561231
sp|P21080|PG064_VACCC,1,sp|O75663|TIPRL_HUMAN,0.216537,0.783463,37,37,0.356271,0.569867
sp|P21080|PG064_VACCC,2,sp|Q5VYS4|MEDAG_HUMAN,0.236664,0.763336,37,37,0.344892,0.554114
sp|P21080|PG064_VACCC,4,sp|Q9NZD4|AHSP_HUMAN,0.264820,0.735180,37,37,0.374452,0.554816
sp|P21080|PG064_VACCC,5,sp|Q99576|T22D3_HUMAN,0.268610,0.731390,37,37,0.305539,0.518464
sp|P21083|PG104_VACCC,1,sp|M5A8F1|SUPYN_HUMAN,0.289624,0.710376,37,37,0.565346,0.637861
sp|P21083|PG104_VACCC,4,sp|Q99576|T22D3_HUMAN,0.295297,0.704703,37,37,0.228153,0.466428
sp|P21087|RP35_VACCC,1,sp|O15145|ARPC3_HUMAN,0.092393,0.907607,37,37,0.338699,0.623153
sp|P21087|RP35_VACCC,2,sp|P47874|OMP_HUMAN,0.112317,0.887683,37,37,0.167431,0.527557
sp|P21087|RP35_VACCC,3,sp|Q6V702|CF299_HUMAN,0.119436,0.880564,37,37,0.247394,0.563979
sp|P21089|PG200_VACCC,1,sp|O15145|ARPC3_HUMAN,0.113685,0.886315,37,37,0.349080,0.617697
sp|P21089|PG200_VACCC,2,sp|Q6V702|CF299_HUMAN,0.118030,0.881970,37,37,0.256169,0.569070
sp|P21089|PG200_VACCC,5,sp|P47874|OMP_HUMAN,0.136643,0.863357,37,37,0.302419,0.582888
sp|P21090|PG001_VACCC,4,sp|O15145|ARPC3_HUMAN,0.130690,0.869310,37,37,0.292610,0.580960
sp|P21092|PG038_VACCC,1,sp|M5A8F1|SUPYN_HUMAN,0.139813,0.860187,37,37,0.491002,0.675594
sp|P21092|PG038_VACCC,2,sp|O15145|ARPC3_HUMAN,0.142444,0.857556,37,37,0.277880,0.567718
sp|P21092|PG038_VACCC,3,sp|Q92561|PHYIP_HUMAN,0.146183,0.853817,37,37,0.286582,0.570199
sp|P21092|PG038_VACCC,5,sp|Q96FC7|PHIPL_HUMAN,0.156344,0.843656,37,37,0.327609,0.585633
sp|P21098|KRB2_VACCC,1,sp|Q86UK0|ABCAC_HUMAN,0.306294,0.693706,584,584,0.329025,0.511365
sp|P21098|KRB2_VACCC,2,sp|Q8N3C0|ASCC3_HUMAN,0.319738,0.680262,584,584,0.432954,0.556608
sp|P21098|KRB2_VACCC,3,sp|Q7Z478|DHX29_HUMAN,0.326297,0.673703,584,584,0.375376,0.524540
sp|P21098|KRB2_VACCC,4,sp|O75762|TRPA1_HUMAN,0.328779,0.671221,584,584,0.262786,0.467004
sp|P21098|KRB2_VACCC,5,sp|Q8IX18|DHX40_HUMAN,0.330231,0.669769,584,584,0.384365,0.527067
sp|P21106|C22L_VACCC,1,sp|B2RUY7|VWC2L_HUMAN,0.314292,0.685708,544,39,0.197085,0.441396
sp|P21106|C22L_VACCC,2,sp|Q08629|TICN1_HUMAN,0.340250,0.659750,544,39,0.253640,0.456695
sp|P21106|C22L_VACCC,3,sp|Q9BQ16|TICN3_HUMAN,0.340851,0.659149,544,39,0.271040,0.465094
sp|P21106|C22L_VACCC,5,sp|W6CW81|PYDC5_HUMAN,0.345553,0.654447,39,39,0.357711,0.506079
sp|P21114|A26_VACCC,1,sp|Q5VYS4|MEDAG_HUMAN,0.143228,0.856772,37,37,0.202493,0.529632
sp|P21114|A26_VACCC,2,sp|O15145|ARPC3_HUMAN,0.148599,0.851401,37,37,0.246609,0.549005
sp|P21114|A26_VACCC,3,sp|O75663|TIPRL_HUMAN,0.154151,0.845849,37,37,0.216242,0.531045
sp|P21132|SODL_VACCC,1,sp|P00441|SODC_HUMAN,0.260015,0.739985,312,312,0.359336,0.549661
sp|P21132|SODL_VACCC,2,sp|O14618|CCS_HUMAN,0.318710,0.681290,312,312,0.514738,0.598014
sp|P21132|SODL_VACCC,3,sp|P08294|SODE_HUMAN,0.353671,0.646329,312,312,0.454353,0.550341
sp|P21132|SODL_VACCC,4,sp|O43424|GRID2_HUMAN,0.363687,0.636313,584,312,0.243817,0.440065
sp|P21132|SODL_VACCC,5,sp|Q06278|AOXA_HUMAN,0.370619,0.629381,584,312,0.337970,0.483675
sp|P68439|RAP94_VACCC,2,sp|O75663|TIPRL_HUMAN,0.196191,0.803809,37,37,0.416280,0.610044
sp|P68439|RAP94_VACCC,3,sp|O15145|ARPC3_HUMAN,0.202032,0.797968,37,37,0.416289,0.607129
sp|P68439|RAP94_VACCC,4,sp|Q9BWV2|SPAT9_HUMAN,0.208581,0.791419,37,37,0.296992,0.544206
sp|P68439|RAP94_VACCC,5,sp|Q96FC7|PHIPL_HUMAN,0.219532,0.780468,37,37,0.230746,0.505607
sp|P68441|PG125_VACCC,1,sp|Q96TA2|YMEL1_HUMAN,0.318276,0.681724,422,422,0.284879,0.483302
sp|P68441|PG125_VACCC,2,sp|Q9NV66|TYW1_HUMAN,0.327224,0.672776,422,422,0.300007,0.486391
sp|P68441|PG125_VACCC,3,sp|Q6NUM6|TYW1B_HUMAN,0.328802,0.671198,422,422,0.299997,0.485597
sp|P68441|PG125_VACCC,4,sp|Q6PIW4|FIGL1_HUMAN,0.330087,0.669913,422,422,0.345411,0.507662
sp|P68441|PG125_VACCC,5,sp|P15918|RAG1_HUMAN,0.344036,0.655964,422,422,0.337413,0.496689
sp|P68450|PG045_VACCC,1,sp|Q92843|B2CL2_HUMAN,0.272292,0.727708,664,765,0.475446,0.601577
sp|P68450|PG045_VACCC,3,sp|Q07817|B2CL1_HUMAN,0.350559,0.649441,664,765,0.542119,0.595780
sp|P68450|PG045_VACCC,5,sp|Q16548|B2LA1_HUMAN,0.361534,0.638466,664,765,0.511187,0.574827
sp|P68452|PG053_VACCC,1,sp|Q96TA2|YMEL1_HUMAN,0.333094,0.666906,422,422,0.282865,0.474885
sp|P68452|PG053_VACCC,2,sp|Q6NUM6|TYW1B_HUMAN,0.377634,0.622366,422,422,0.269769,0.446067
sp|P68452|PG053_VACCC,3,sp|Q8IYB4|PEX5R_HUMAN,0.377760,0.622240,422,422,0.349089,0.485664
sp|P68452|PG053_VACCC,4,sp|Q9NV66|TYW1_HUMAN,0.383521,0.616479,422,422,0.269716,0.443097
sp|P68452|PG053_VACCC,5,sp|Q9Y5K3|PCY1B_HUMAN,0.387167,0.612833,422,422,0.285914,0.449374
sp|P68454|PG062_VACCC,1,sp|Q8IZY5|BLID_HUMAN,0.073661,0.926339,36,36,0.385937,0.656138
sp|P68457|PG087_VACCC,1,sp|O15145|ARPC3_HUMAN,0.210956,0.789044,37,37,0.308914,0.548979
sp|P68457|PG087_VACCC,2,sp|Q6V702|CF299_HUMAN,0.216315,0.783685,37,37,0.419596,0.601641
sp|P68457|PG087_VACCC,4,sp|Q92561|PHYIP_HUMAN,0.238322,0.761678,37,37,0.269532,0.515605
sp|P68457|PG087_VACCC,5,sp|P47874|OMP_HUMAN,0.239594,0.760406,37,37,0.271640,0.516023
sp|P68459|PG086_VACCC,3,sp|O15145|ARPC3_HUMAN,0.145330,0.854670,37,37,0.431870,0.643270
sp|P68459|PG086_VACCC,4,sp|Q5T5A4|CF276_HUMAN,0.156616,0.843384,37,37,0.328787,0.586085
sp|P68459|PG086_VACCC,5,sp|O75663|TIPRL_HUMAN,0.157702,0.842298,37,37,0.243159,0.542729
sp|P68461|GLRX2_VACCC,1,sp|Q96TA2|YMEL1_HUMAN,0.279081,0.720919,422,422,0.334693,0.527806
sp|P68461|GLRX2_VACCC,2,sp|Q6NUM6|TYW1B_HUMAN,0.286846,0.713154,422,422,0.334115,0.523634
sp|P68461|GLRX2_VACCC,3,sp|Q9NV66|TYW1_HUMAN,0.291675,0.708325,422,422,0.334123,0.521224
sp|P68461|GLRX2_VACCC,4,sp|Q6PIW4|FIGL1_HUMAN,0.301207,0.698793,422,422,0.371590,0.535192
sp|P68461|GLRX2_VACCC,5,sp|P15918|RAG1_HUMAN,0.319515,0.680485,422,422,0.349616,0.515051
sp|P68463|PG082_VACCC,1,sp|O15145|ARPC3_HUMAN,0.127947,0.872053,37,37,0.278164,0.575109
sp|P68463|PG082_VACCC,3,sp|Q6V702|CF299_HUMAN,0.151660,0.848340,37,37,0.379014,0.613677
sp|P68463|PG082_VACCC,5,sp|Q92561|PHYIP_HUMAN,0.160371,0.839629,37,37,0.286939,0.563284
sp|P68467|PG044_VACCC,1,sp|Q6V702|CF299_HUMAN,0.122025,0.877975,37,37,0.304116,0.591046
sp|P68467|PG044_VACCC,2,sp|O15145|ARPC3_HUMAN,0.138127,0.861873,37,37,0.353706,0.607789
sp|P68467|PG044_VACCC,4,sp|P47874|OMP_HUMAN,0.168757,0.831243,37,37,0.285578,0.558410
sp|P68467|PG044_VACCC,5,sp|Q92561|PHYIP_HUMAN,0.187588,0.812412,37,37,0.281339,0.546876
sp|P68595|PG157_VACCC,3,sp|O15145|ARPC3_HUMAN,0.117842,0.882158,37,37,0.358766,0.620462
sp|P68595|PG157_VACCC,5,sp|Q9Y244|POMP_HUMAN,0.143225,0.856775,37,37,0.449942,0.653358
sp|P68599|PG027_VACCC,2,sp|O75663|TIPRL_HUMAN,0.156819,0.843181,37,37,0.404979,0.624080
sp|P68599|PG027_VACCC,3,sp|O15145|ARPC3_HUMAN,0.161717,0.838283,37,37,0.265399,0.551841
sp|P68599|PG027_VACCC,4,sp|Q96FC7|PHIPL_HUMAN,0.171367,0.828633,37,37,0.237628,0.533130
sp|P68599|PG027_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.188112,0.811888,37,37,0.284766,0.548327
sp|P68604|PG078_VACCC,1,sp|P0DI80|ERLN_HUMAN,0.137196,0.862804,37,37,0.181925,0.522364
sp|P68604|PG078_VACCC,4,sp|P26678|PPLA_HUMAN,0.183535,0.816465,37,37,0.291268,0.553867
sp|P68604|PG078_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.186493,0.813507,37,37,0.352449,0.582978
sp|P68608|RP22_VACCC,3,sp|O15145|ARPC3_HUMAN,0.135464,0.864536,37,37,0.336158,0.600347
sp|P68608|RP22_VACCC,4,sp|Q6V702|CF299_HUMAN,0.137104,0.862896,37,37,0.266168,0.564532
sp|P68608|RP22_VACCC,5,sp|P47874|OMP_HUMAN,0.138291,0.861709,37,37,0.199608,0.530658
sp|P68612|VLTF1_VACCC,1,sp|Q6PIW4|FIGL1_HUMAN,0.334518,0.665482,422,422,0.356112,0.510797
sp|P68612|VLTF1_VACCC,2,sp|Q6NUM6|TYW1B_HUMAN,0.336234,0.663766,422,422,0.309793,0.486780
sp|P68612|VLTF1_VACCC,3,sp|Q96TA2|YMEL1_HUMAN,0.341990,0.658010,422,422,0.221730,0.439870
sp|P68612|VLTF1_VACCC,4,sp|Q9NV66|TYW1_HUMAN,0.345397,0.654603,422,422,0.309799,0.482201
sp|P68612|VLTF1_VACCC,5,sp|P15918|RAG1_HUMAN,0.353698,0.646302,422,422,0.340859,0.493581
sp|P68614|PG160_VACCC,1,sp|Q7Z478|DHX29_HUMAN,0.295100,0.704900,584,584,0.323694,0.514297
sp|P68614|PG160_VACCC,2,sp|Q6P158|DHX57_HUMAN,0.303353,0.696647,584,584,0.374957,0.535802
sp|P68614|PG160_VACCC,3,sp|Q86UK0|ABCAC_HUMAN,0.309407,0.690593,584,584,0.348970,0.519782
sp|P68614|PG160_VACCC,4,sp|Q92499|DDX1_HUMAN,0.314323,0.685677,584,584,0.363858,0.524767
sp|P68614|PG160_VACCC,5,sp|Q8NB78|KDM1B_HUMAN,0.320730,0.679270,584,584,0.243284,0.461277
sp|P68618|PG164_VACCC,1,sp|P55082|MFAP3_HUMAN,0.185111,0.814889,410,410,0.330458,0.572674
sp|P68618|PG164_VACCC,2,sp|O75121|MFA3L_HUMAN,0.213065,0.786935,410,410,0.390771,0.588853
sp|P68618|PG164_VACCC,3,sp|O43164|PJA2_HUMAN,0.245341,0.754659,410,410,0.333068,0.543863
sp|P68618|PG164_VACCC,4,sp|Q8NG27|PJA1_HUMAN,0.257036,0.742964,410,410,0.389005,0.565985
sp|P68632|PG155_VACCC,1,sp|M5A8F1|SUPYN_HUMAN,0.154794,0.845206,37,37,0.502395,0.673801
sp|P68632|PG155_VACCC,2,sp|O15145|ARPC3_HUMAN,0.167767,0.832233,37,37,0.283243,0.557738
sp|P68632|PG155_VACCC,4,sp|P47874|OMP_HUMAN,0.189416,0.810584,37,37,0.254521,0.532552
sp|P68632|PG155_VACCC,5,sp|Q9BWV2|SPAT9_HUMAN,0.191102,0.808898,37,37,0.239857,0.524378
sp|P68690|GLRX1_VACCC,1,sp|Q9NS18|GLRX2_HUMAN,0.270033,0.729967,191,191,0.568207,0.649087
sp|P68690|GLRX1_VACCC,2,sp|O15247|CLIC2_HUMAN,0.307121,0.692879,942,191,0.581742,0.637311
sp|P68690|GLRX1_VACCC,3,sp|Q9Y696|CLIC4_HUMAN,0.309928,0.690072,942,191,0.551839,0.620956
sp|P68690|GLRX1_VACCC,4,sp|O00299|CLIC1_HUMAN,0.317326,0.682674,942,191,0.602349,0.642512
sp|P68690|GLRX1_VACCC,5,sp|O15217|GSTA4_HUMAN,0.321853,0.678147,942,191,0.494107,0.586127
sp|P68695|PROF_VACCC,1,sp|P35080|PROF2_HUMAN,0.185152,0.814848,981,981,0.659688,0.737268
sp|P68695|PROF_VACCC,2,sp|P07737|PROF1_HUMAN,0.211087,0.788913,981,981,0.686258,0.737586
sp|P68695|PROF_VACCC,3,sp|Q8NHR9|PROF4_HUMAN,0.286284,0.713716,981,981,0.581871,0.647794
sp|P68695|PROF_VACCC,4,sp|Q6NUM6|TYW1B_HUMAN,0.345637,0.654363,422,981,0.245037,0.449700
sp|P68695|PROF_VACCC,5,sp|Q96TA2|YMEL1_HUMAN,0.346692,0.653308,422,981,0.241460,0.447384
sp|P21001|PG189_VACCC,1,sp|Q8WXJ9|ASB17_HUMAN,0.229224,0.770776,159,159,0.294783,0.532779
sp|P21001|PG189_VACCC,2,sp|Q15327|ANKR1_HUMAN,0.293240,0.706760,414,159,0.347330,0.527045
sp|P21052|PG055_VACCC,1,sp|O75663|TIPRL_HUMAN,0.162600,0.837400,37,37,0.399480,0.618440
sp|P21052|PG055_VACCC,3,sp|Q9BWV2|SPAT9_HUMAN,0.177595,0.822405,37,37,0.309686,0.566046
sp|P21052|PG055_VACCC,4,sp|O15145|ARPC3_HUMAN,0.181211,0.818789,37,37,0.410021,0.614405
sp|P21052|PG055_VACCC,5,sp|Q96FC7|PHIPL_HUMAN,0.190220,0.809780,37,37,0.320910,0.565345
sp|P04578|ENV_HV1H2,1,sp|Q9H9K5|MER34_HUMAN,0.124696,0.875304,156,156,0.449042,0.662173
sp|P04578|ENV_HV1H2,3,sp|P60508|SYCY2_HUMAN,0.139815,0.860185,156,156,0.444431,0.652308
sp|P04578|ENV_HV1H2,4,sp|P61550|ENVT1_HUMAN,0.160652,0.839348,156,156,0.467575,0.653462
sp|P04578|ENV_HV1H2,5,sp|P60608|EFC2_HUMAN,0.164224,0.835776,156,156,0.467575,0.651676
sp|P04585|POL_HV1H2,1,sp|P15918|RAG1_HUMAN,0.207251,0.792749,422,422,0.384325,0.588537
sp|P04585|POL_HV1H2,2,sp|Q9NV66|TYW1_HUMAN,0.226430,0.773570,422,422,0.359702,0.566636
sp|P04585|POL_HV1H2,3,sp|Q6NUM6|TYW1B_HUMAN,0.231235,0.768765,422,422,0.359728,0.564246
sp|P04585|POL_HV1H2,4,sp|Q96TA2|YMEL1_HUMAN,0.248341,0.751659,422,422,0.288633,0.520146
sp|P04585|POL_HV1H2,5,sp|Q5T9A4|ATD3B_HUMAN,0.248722,0.751278,422,422,0.344888,0.548083
sp|P04591|GAG_HV1H2,1,sp|Q9HDB9|GAK5_HUMAN,0.118176,0.881824,551,551,0.694413,0.788119
sp|P04591|GAG_HV1H2,2,sp|P62684|GA113_HUMAN,0.145918,0.854082,551,551,0.694566,0.774324
sp|P04591|GAG_HV1H2,3,sp|Q9YNA8|GAK19_HUMAN,0.145918,0.854082,551,551,0.694529,0.774305
sp|P04591|GAG_HV1H2,4,sp|P87889|GAK10_HUMAN,0.145966,0.854034,551,551,0.694529,0.774281
sp|P04591|GAG_HV1H2,5,sp|P62685|GAK8_HUMAN,0.148837,0.851163,551,551,0.694392,0.772777
sp|P04601|NEF_HV1H2,1,sp|Q5VYS4|MEDAG_HUMAN,0.097847,0.902153,37,37,0.299816,0.600985
sp|P04601|NEF_HV1H2,2,sp|O75663|TIPRL_HUMAN,0.111059,0.888941,37,37,0.360875,0.624908
sp|P04601|NEF_HV1H2,5,sp|O15273|TELT_HUMAN,0.121243,0.878757,37,37,0.258818,0.568788
sp|P04608|TAT_HV1H2,2,sp|Q05952|STP2_HUMAN,0.182446,0.817554,37,37,0.356691,0.587123
sp|P04608|TAT_HV1H2,5,sp|Q5JSS6|MEIG1_HUMAN,0.194480,0.805520,37,37,0.239795,0.522657
sp|P04618|REV_HV1H2,2,sp|Q7RTP6|MICA3_HUMAN,0.243265,0.756735,841,841,0.311420,0.534077
sp|P04618|REV_HV1H2,3,sp|Q9UD71|PPR1B_HUMAN,0.254897,0.745103,841,841,0.250044,0.497573
sp|P04618|REV_HV1H2,4,sp|O95983|MBD3_HUMAN,0.255920,0.744080,841,841,0.369943,0.557012
sp|P04618|REV_HV1H2,5,sp|Q9BSE4|HERP2_HUMAN,0.256584,0.743416,841,841,0.360411,0.551914
sp|P05919|VPU_HV1H2,4,sp|P0DI80|ERLN_HUMAN,0.230778,0.769222,37,37,0.239405,0.504314
sp|P69723|VIF_HV1H2,1,sp|O15145|ARPC3_HUMAN,0.077756,0.922244,37,37,0.349584,0.635914
sp|P69723|VIF_HV1H2,3,sp|P47874|OMP_HUMAN,0.103010,0.896990,37,37,0.275236,0.586113
sp|P69726|VPR_HV1H2,1,sp|O15273|TELT_HUMAN,0.184863,0.815137,37,37,0.330501,0.572819
sp|P69726|VPR_HV1H2,4,sp|Q9NR00|TCIM_HUMAN,0.207802,0.792198,37,37,0.450064,0.621131
sp|P69726|VPR_HV1H2,5,sp|Q9Y2B4|T53G5_HUMAN,0.212867,0.787133,37,37,0.436478,0.611805
sp|P03346|GAG_HTLV2,1,sp|P62685|GAK8_HUMAN,0.119385,0.880615,551,551,0.621770,0.751193
sp|P03346|GAG_HTLV2,2,sp|Q7LDI9|GAK6_HUMAN,0.120294,0.879706,551,551,0.621723,0.750715
sp|P03346|GAG_HTLV2,3,sp|P63145|GAK24_HUMAN,0.121162,0.878838,551,551,0.621384,0.750111
sp|P03346|GAG_HTLV2,4,sp|Q9YNA8|GAK19_HUMAN,0.121206,0.878794,551,551,0.621686,0.750240
sp|P03346|GAG_HTLV2,5,sp|P62684|GA113_HUMAN,0.121206,0.878794,551,551,0.621514,0.750154
sp|P03353|PRO_HTLV2,1,sp|P63128|POK9_HUMAN,0.122108,0.877892,551,551,0.630693,0.754292
sp|P03353|PRO_HTLV2,2,sp|Q7LDI9|GAK6_HUMAN,0.137879,0.862121,551,551,0.620653,0.741387
sp|P03353|PRO_HTLV2,3,sp|P62685|GAK8_HUMAN,0.137937,0.862063,551,551,0.620701,0.741382
sp|P03353|PRO_HTLV2,4,sp|P62684|GA113_HUMAN,0.137961,0.862039,551,551,0.620441,0.741240
sp|P03353|PRO_HTLV2,5,sp|Q9YNA8|GAK19_HUMAN,0.137961,0.862039,551,551,0.620617,0.741328
sp|P03363|POL_HTLV2,1,sp|Q9UQG0|POK11_HUMAN,0.096087,0.903913,551,551,0.405699,0.654806
sp|P03363|POL_HTLV2,2,sp|P63128|POK9_HUMAN,0.128125,0.871875,551,551,0.631740,0.751807
sp|P03363|POL_HTLV2,4,sp|P62683|GAK21_HUMAN,0.215892,0.784108,551,551,0.621376,0.702742
sp|P03363|POL_HTLV2,5,sp|P62685|GAK8_HUMAN,0.216646,0.783354,551,551,0.621770,0.702562
sp|P03383|ENV_HTLV2,1,sp|O42043|ENK18_HUMAN,0.081500,0.918500,156,156,0.586584,0.752542
sp|P03383|ENV_HTLV2,2,sp|Q9UQF0|SYCY1_HUMAN,0.082064,0.917936,156,156,0.608559,0.763248
sp|P03383|ENV_HTLV2,3,sp|Q9UKH3|ENK9_HUMAN,0.085652,0.914348,156,156,0.574066,0.744207
sp|P03383|ENV_HTLV2,4,sp|P60507|EFC1_HUMAN,0.086179,0.913821,156,156,0.574066,0.743943
sp|P03383|ENV_HTLV2,5,sp|Q902F9|EN113_HUMAN,0.086520,0.913480,156,156,0.574040,0.743760
sp|P03410|TAX_HTLV2,3,sp|Q9NXF7|DCA16_HUMAN,0.157654,0.842346,37,37,0.351612,0.596979
sp|P03410|TAX_HTLV2,5,sp|O15145|ARPC3_HUMAN,0.169802,0.830198,37,37,0.344390,0.587294
sp|Q85601|REX_HTLV2,1,sp|O75956|CDKA2_HUMAN,0.164164,0.835836,37,37,0.306035,0.570935
sp|Q85601|REX_HTLV2,2,sp|Q9NXF7|DCA16_HUMAN,0.169604,0.830396,37,37,0.302727,0.566562
sp|Q85601|REX_HTLV2,5,sp|A0A0U1RRE5|NBDY_HUMAN,0.180457,0.819543,37,37,0.345626,0.582584
sp|P18094|ENV_HV2BE,1,sp|Q9H9K5|MER34_HUMAN,0.128002,0.871998,156,156,0.475493,0.673745
sp|P18094|ENV_HV2BE,3,sp|P60508|SYCY2_HUMAN,0.147141,0.852859,156,156,0.486131,0.669495
sp|P18094|ENV_HV2BE,4,sp|Q9UQF0|SYCY1_HUMAN,0.162857,0.837143,156,156,0.523953,0.680548
sp|P18094|ENV_HV2BE,5,sp|Q9UKH3|ENK9_HUMAN,0.166869,0.833131,156,156,0.523934,0.678533
sp|P18095|GAG_HV2BE,1,sp|Q9HDB9|GAK5_HUMAN,0.125797,0.874203,551,551,0.694442,0.784323
sp|P18095|GAG_HV2BE,2,sp|P87889|GAK10_HUMAN,0.154933,0.845067,551,551,0.694558,0.769812
sp|P18095|GAG_HV2BE,3,sp|P62684|GA113_HUMAN,0.155110,0.844890,551,551,0.694594,0.769742
sp|P18095|GAG_HV2BE,4,sp|Q9YNA8|GAK19_HUMAN,0.155110,0.844890,551,551,0.694558,0.769724
sp|P18095|GAG_HV2BE,5,sp|P62685|GAK8_HUMAN,0.157019,0.842981,551,551,0.694421,0.768701
sp|P18096|POL_HV2BE,1,sp|Q96TA2|YMEL1_HUMAN,0.218835,0.781165,422,422,0.288611,0.534888
sp|P18096|POL_HV2BE,2,sp|Q6NUM6|TYW1B_HUMAN,0.221513,0.778487,422,422,0.359802,0.569144
sp|P18096|POL_HV2BE,3,sp|P15918|RAG1_HUMAN,0.235107,0.764893,422,422,0.384300,0.574597
sp|P18096|POL_HV2BE,4,sp|Q9NV66|TYW1_HUMAN,0.246252,0.753748,422,422,0.359776,0.556762
sp|P18096|POL_HV2BE,5,sp|Q6PIW4|FIGL1_HUMAN,0.254957,0.745043,422,422,0.315934,0.530489
sp|P18092|NEF_HV2BE,1,sp|O15145|ARPC3_HUMAN,0.078123,0.921877,37,37,0.335708,0.628793
sp|P18092|NEF_HV2BE,2,sp|P47874|OMP_HUMAN,0.100621,0.899379,37,37,0.300485,0.599932
sp|P18093|REV_HV2BE,2,sp|Q86X51|EZHIP_HUMAN,0.348518,0.651482,431,431,0.291290,0.471386
sp|P18093|REV_HV2BE,5,sp|Q9BWN1|PRR14_HUMAN,0.353286,0.646714,431,431,0.357038,0.501876
sp|P18097|VIF_HV2BE,1,sp|Q8IZY5|BLID_HUMAN,0.076749,0.923251,36,36,0.354961,0.639106
sp|P18097|VIF_HV2BE,3,sp|Q9Y5P2|CSAG2_HUMAN,0.105704,0.894296,36,36,0.303170,0.598733
sp|P18098|TAT_HV2BE,3,sp|Q9NXF7|DCA16_HUMAN,0.107893,0.892107,37,37,0.377681,0.634894
sp|P18098|TAT_HV2BE,4,sp|Q86YL5|TDRP_HUMAN,0.112246,0.887754,37,37,0.190899,0.539327
sp|P18099|VPX_HV2BE,1,sp|Q9NZD4|AHSP_HUMAN,0.126811,0.873189,37,37,0.361213,0.617201
sp|P18099|VPX_HV2BE,3,sp|P47874|OMP_HUMAN,0.155521,0.844479,37,37,0.282979,0.563729
